id	hate_type	hate_severity	to_whom	model
628594	None	Little to None	None	csebuetnlp/banglabert
863998	None	Little to None	Society	csebuetnlp/banglabert
582171	Abusive	Little to None	None	csebuetnlp/banglabert
495328	None	Little to None	None	csebuetnlp/banglabert
245769	None	Little to None	None	csebuetnlp/banglabert
845686	Political Hate	Little to None	Organization	csebuetnlp/banglabert
360465	Religious Hate	Mild	Community	csebuetnlp/banglabert
680298	Political Hate	Little to None	Organization	csebuetnlp/banglabert
384044	None	Little to None	None	csebuetnlp/banglabert
698107	None	Little to None	None	csebuetnlp/banglabert
124901	None	Little to None	None	csebuetnlp/banglabert
898308	None	Little to None	None	csebuetnlp/banglabert
191003	Abusive	Severe	Individual	csebuetnlp/banglabert
316236	None	Little to None	None	csebuetnlp/banglabert
497882	Profane	Severe	Individual	csebuetnlp/banglabert
553846	Profane	Severe	Community	csebuetnlp/banglabert
268683	None	Little to None	None	csebuetnlp/banglabert
671994	None	Little to None	None	csebuetnlp/banglabert
73910	None	Little to None	None	csebuetnlp/banglabert
114018	None	Little to None	None	csebuetnlp/banglabert
628444	None	Little to None	None	csebuetnlp/banglabert
721804	Political Hate	Mild	Society	csebuetnlp/banglabert
851115	Profane	Severe	None	csebuetnlp/banglabert
462071	Profane	Severe	Individual	csebuetnlp/banglabert
47543	Profane	Severe	Community	csebuetnlp/banglabert
68799	Political Hate	Little to None	None	csebuetnlp/banglabert
102894	None	Little to None	None	csebuetnlp/banglabert
636696	None	Little to None	None	csebuetnlp/banglabert
679057	None	Little to None	None	csebuetnlp/banglabert
713777	Abusive	Mild	Community	csebuetnlp/banglabert
668140	Abusive	Mild	None	csebuetnlp/banglabert
916913	None	Little to None	None	csebuetnlp/banglabert
38010	None	Little to None	None	csebuetnlp/banglabert
366690	None	Little to None	None	csebuetnlp/banglabert
918194	None	Little to None	None	csebuetnlp/banglabert
15744	Religious Hate	Little to None	Community	csebuetnlp/banglabert
239990	None	Little to None	Individual	csebuetnlp/banglabert
665762	None	Little to None	None	csebuetnlp/banglabert
479808	None	Little to None	None	csebuetnlp/banglabert
219312	Profane	Severe	Organization	csebuetnlp/banglabert
274037	Political Hate	Mild	Individual	csebuetnlp/banglabert
93681	Abusive	Mild	Community	csebuetnlp/banglabert
384430	None	Little to None	None	csebuetnlp/banglabert
102849	Political Hate	Mild	Organization	csebuetnlp/banglabert
283260	None	Little to None	None	csebuetnlp/banglabert
528373	Profane	Severe	Individual	csebuetnlp/banglabert
385396	Abusive	Little to None	None	csebuetnlp/banglabert
770384	Abusive	Mild	Society	csebuetnlp/banglabert
904869	None	Little to None	None	csebuetnlp/banglabert
294348	None	Little to None	None	csebuetnlp/banglabert
470285	Abusive	Little to None	Organization	csebuetnlp/banglabert
355971	None	Little to None	None	csebuetnlp/banglabert
935492	None	Little to None	None	csebuetnlp/banglabert
149248	None	Little to None	None	csebuetnlp/banglabert
110482	Religious Hate	Severe	Organization	csebuetnlp/banglabert
225945	Abusive	Little to None	Individual	csebuetnlp/banglabert
106681	None	Little to None	None	csebuetnlp/banglabert
775515	None	Little to None	None	csebuetnlp/banglabert
856071	Political Hate	Mild	Individual	csebuetnlp/banglabert
688414	Abusive	Mild	Individual	csebuetnlp/banglabert
410010	None	Little to None	None	csebuetnlp/banglabert
134884	Political Hate	Mild	Organization	csebuetnlp/banglabert
492381	None	Little to None	None	csebuetnlp/banglabert
354715	None	Little to None	None	csebuetnlp/banglabert
108293	None	Little to None	None	csebuetnlp/banglabert
258110	None	Little to None	None	csebuetnlp/banglabert
742169	None	Little to None	None	csebuetnlp/banglabert
165073	Abusive	Mild	Community	csebuetnlp/banglabert
643417	None	Little to None	None	csebuetnlp/banglabert
907692	None	Little to None	Individual	csebuetnlp/banglabert
275280	None	Little to None	None	csebuetnlp/banglabert
384895	Abusive	Little to None	Society	csebuetnlp/banglabert
123383	None	Little to None	None	csebuetnlp/banglabert
917707	None	Little to None	None	csebuetnlp/banglabert
745450	None	Little to None	None	csebuetnlp/banglabert
803867	None	Little to None	None	csebuetnlp/banglabert
847701	None	Little to None	None	csebuetnlp/banglabert
649145	None	Little to None	None	csebuetnlp/banglabert
43392	None	Little to None	None	csebuetnlp/banglabert
49441	Abusive	Mild	Society	csebuetnlp/banglabert
275691	None	Little to None	None	csebuetnlp/banglabert
391670	Political Hate	Severe	Individual	csebuetnlp/banglabert
314138	None	Little to None	None	csebuetnlp/banglabert
839026	None	Little to None	None	csebuetnlp/banglabert
157218	None	Little to None	None	csebuetnlp/banglabert
778108	None	Little to None	None	csebuetnlp/banglabert
870715	None	Little to None	None	csebuetnlp/banglabert
616055	None	Little to None	None	csebuetnlp/banglabert
668381	None	Little to None	Society	csebuetnlp/banglabert
489761	None	Little to None	None	csebuetnlp/banglabert
185761	None	Little to None	Community	csebuetnlp/banglabert
100167	Political Hate	Mild	Organization	csebuetnlp/banglabert
315072	Abusive	Mild	Community	csebuetnlp/banglabert
738286	None	Little to None	None	csebuetnlp/banglabert
338348	None	Little to None	None	csebuetnlp/banglabert
765870	None	Little to None	None	csebuetnlp/banglabert
82863	Abusive	Mild	Individual	csebuetnlp/banglabert
593341	Profane	Severe	Individual	csebuetnlp/banglabert
301636	None	Little to None	None	csebuetnlp/banglabert
727090	Abusive	Mild	Society	csebuetnlp/banglabert
101307	None	Little to None	Organization	csebuetnlp/banglabert
584003	None	Little to None	None	csebuetnlp/banglabert
339635	None	Little to None	None	csebuetnlp/banglabert
212165	Political Hate	Mild	Individual	csebuetnlp/banglabert
874594	None	Little to None	None	csebuetnlp/banglabert
716544	Abusive	Mild	Organization	csebuetnlp/banglabert
432071	Abusive	Mild	Society	csebuetnlp/banglabert
824273	None	Little to None	None	csebuetnlp/banglabert
556833	None	Little to None	Community	csebuetnlp/banglabert
121793	None	Little to None	None	csebuetnlp/banglabert
621848	None	Little to None	Organization	csebuetnlp/banglabert
901748	Abusive	Mild	None	csebuetnlp/banglabert
379127	None	Little to None	None	csebuetnlp/banglabert
797584	Political Hate	Mild	Society	csebuetnlp/banglabert
701390	Abusive	Mild	Community	csebuetnlp/banglabert
74565	None	Little to None	None	csebuetnlp/banglabert
274380	None	Little to None	None	csebuetnlp/banglabert
341397	None	Little to None	None	csebuetnlp/banglabert
930015	None	Little to None	None	csebuetnlp/banglabert
421289	Abusive	Mild	Organization	csebuetnlp/banglabert
844379	Abusive	Mild	Individual	csebuetnlp/banglabert
726196	Abusive	Severe	Society	csebuetnlp/banglabert
909760	Profane	Severe	None	csebuetnlp/banglabert
242972	None	Little to None	None	csebuetnlp/banglabert
455032	None	Little to None	None	csebuetnlp/banglabert
166291	None	Little to None	None	csebuetnlp/banglabert
748814	None	Little to None	None	csebuetnlp/banglabert
276461	Abusive	Little to None	Society	csebuetnlp/banglabert
462154	None	Little to None	None	csebuetnlp/banglabert
640026	None	Little to None	None	csebuetnlp/banglabert
515649	Abusive	Little to None	Individual	csebuetnlp/banglabert
356054	None	Little to None	None	csebuetnlp/banglabert
376227	None	Little to None	None	csebuetnlp/banglabert
326378	None	Little to None	None	csebuetnlp/banglabert
187405	Political Hate	Mild	Organization	csebuetnlp/banglabert
415419	None	Little to None	None	csebuetnlp/banglabert
908300	Profane	Severe	Individual	csebuetnlp/banglabert
415991	None	Little to None	None	csebuetnlp/banglabert
232905	None	Little to None	None	csebuetnlp/banglabert
698594	None	Little to None	None	csebuetnlp/banglabert
422977	None	Little to None	None	csebuetnlp/banglabert
841903	Profane	Severe	Community	csebuetnlp/banglabert
760929	Political Hate	Little to None	Society	csebuetnlp/banglabert
27236	None	Little to None	None	csebuetnlp/banglabert
593596	None	Little to None	Society	csebuetnlp/banglabert
610062	Abusive	Mild	Organization	csebuetnlp/banglabert
152602	None	Little to None	None	csebuetnlp/banglabert
91377	Abusive	Mild	Organization	csebuetnlp/banglabert
836207	Abusive	Little to None	None	csebuetnlp/banglabert
383825	Abusive	Little to None	Society	csebuetnlp/banglabert
430895	None	Little to None	None	csebuetnlp/banglabert
598432	None	Little to None	None	csebuetnlp/banglabert
56326	Abusive	Mild	Community	csebuetnlp/banglabert
648234	Abusive	Little to None	Individual	csebuetnlp/banglabert
391087	None	Little to None	None	csebuetnlp/banglabert
221646	Abusive	Severe	Individual	csebuetnlp/banglabert
432131	None	Little to None	None	csebuetnlp/banglabert
76027	Political Hate	Little to None	Community	csebuetnlp/banglabert
714390	None	Little to None	None	csebuetnlp/banglabert
754896	None	Little to None	None	csebuetnlp/banglabert
634128	Political Hate	Mild	Individual	csebuetnlp/banglabert
652223	None	Little to None	None	csebuetnlp/banglabert
76903	Abusive	Severe	Individual	csebuetnlp/banglabert
522714	Abusive	Mild	Individual	csebuetnlp/banglabert
277521	None	Little to None	None	csebuetnlp/banglabert
207665	Abusive	Mild	Organization	csebuetnlp/banglabert
741524	Abusive	Little to None	Community	csebuetnlp/banglabert
890767	None	Little to None	None	csebuetnlp/banglabert
107833	Abusive	Mild	Individual	csebuetnlp/banglabert
778538	None	Little to None	None	csebuetnlp/banglabert
531830	None	Little to None	None	csebuetnlp/banglabert
202262	None	Little to None	None	csebuetnlp/banglabert
847770	Religious Hate	Mild	Community	csebuetnlp/banglabert
896431	None	Little to None	None	csebuetnlp/banglabert
438900	Profane	Severe	Individual	csebuetnlp/banglabert
373867	None	Little to None	None	csebuetnlp/banglabert
591905	None	Little to None	None	csebuetnlp/banglabert
703607	None	Little to None	None	csebuetnlp/banglabert
935236	Profane	Severe	Individual	csebuetnlp/banglabert
366459	None	Little to None	None	csebuetnlp/banglabert
563337	None	Little to None	None	csebuetnlp/banglabert
207001	None	Little to None	None	csebuetnlp/banglabert
224924	Political Hate	Mild	Organization	csebuetnlp/banglabert
523426	None	Little to None	None	csebuetnlp/banglabert
700614	None	Little to None	None	csebuetnlp/banglabert
10147	None	Little to None	None	csebuetnlp/banglabert
171764	Political Hate	Mild	Organization	csebuetnlp/banglabert
165343	None	Little to None	None	csebuetnlp/banglabert
848454	Abusive	Mild	Community	csebuetnlp/banglabert
282788	None	Little to None	None	csebuetnlp/banglabert
876428	None	Little to None	Individual	csebuetnlp/banglabert
271961	Abusive	Little to None	Community	csebuetnlp/banglabert
806071	Political Hate	Little to None	None	csebuetnlp/banglabert
487580	None	Little to None	None	csebuetnlp/banglabert
747986	None	Little to None	None	csebuetnlp/banglabert
633199	Abusive	Little to None	Community	csebuetnlp/banglabert
291974	None	Little to None	None	csebuetnlp/banglabert
393508	Political Hate	Mild	Organization	csebuetnlp/banglabert
48773	Profane	Severe	Organization	csebuetnlp/banglabert
825755	Abusive	Little to None	Organization	csebuetnlp/banglabert
832701	None	Little to None	None	csebuetnlp/banglabert
813713	None	Little to None	None	csebuetnlp/banglabert
628510	None	Little to None	None	csebuetnlp/banglabert
280650	None	Little to None	None	csebuetnlp/banglabert
848448	None	Little to None	None	csebuetnlp/banglabert
45499	None	Little to None	None	csebuetnlp/banglabert
334153	Abusive	Mild	Individual	csebuetnlp/banglabert
93565	Political Hate	Mild	Individual	csebuetnlp/banglabert
103396	None	Little to None	None	csebuetnlp/banglabert
866150	Profane	Severe	Organization	csebuetnlp/banglabert
664350	Abusive	Little to None	Society	csebuetnlp/banglabert
484324	None	Little to None	None	csebuetnlp/banglabert
205386	None	Little to None	None	csebuetnlp/banglabert
559709	None	Little to None	None	csebuetnlp/banglabert
277969	Political Hate	Mild	Organization	csebuetnlp/banglabert
894098	None	Little to None	None	csebuetnlp/banglabert
255790	None	Little to None	None	csebuetnlp/banglabert
575468	None	Little to None	None	csebuetnlp/banglabert
711644	None	Little to None	None	csebuetnlp/banglabert
336681	Abusive	Little to None	Society	csebuetnlp/banglabert
160199	None	Little to None	None	csebuetnlp/banglabert
60462	None	Little to None	None	csebuetnlp/banglabert
842795	Abusive	Little to None	None	csebuetnlp/banglabert
534433	None	Little to None	None	csebuetnlp/banglabert
431742	Abusive	Little to None	Individual	csebuetnlp/banglabert
136545	Abusive	Little to None	Community	csebuetnlp/banglabert
579541	None	Little to None	None	csebuetnlp/banglabert
499244	None	Little to None	None	csebuetnlp/banglabert
719788	None	Little to None	None	csebuetnlp/banglabert
448251	None	Mild	Society	csebuetnlp/banglabert
465175	Abusive	Little to None	Organization	csebuetnlp/banglabert
301951	None	Little to None	None	csebuetnlp/banglabert
292815	None	Little to None	None	csebuetnlp/banglabert
22587	Abusive	Severe	Individual	csebuetnlp/banglabert
574904	None	Little to None	None	csebuetnlp/banglabert
177589	None	Little to None	None	csebuetnlp/banglabert
471700	None	Little to None	None	csebuetnlp/banglabert
804066	None	Little to None	None	csebuetnlp/banglabert
930236	Abusive	Mild	None	csebuetnlp/banglabert
54502	None	Little to None	None	csebuetnlp/banglabert
823660	None	Little to None	None	csebuetnlp/banglabert
775457	None	Little to None	None	csebuetnlp/banglabert
136794	None	Little to None	None	csebuetnlp/banglabert
875714	None	Little to None	Organization	csebuetnlp/banglabert
938944	None	Little to None	None	csebuetnlp/banglabert
814786	None	Little to None	None	csebuetnlp/banglabert
271235	Political Hate	Mild	Organization	csebuetnlp/banglabert
457839	None	Little to None	None	csebuetnlp/banglabert
702770	None	Little to None	None	csebuetnlp/banglabert
315726	None	Little to None	Individual	csebuetnlp/banglabert
623897	Political Hate	Mild	Organization	csebuetnlp/banglabert
868097	Abusive	Little to None	None	csebuetnlp/banglabert
696872	None	Little to None	Society	csebuetnlp/banglabert
926301	None	Little to None	None	csebuetnlp/banglabert
841184	None	Little to None	None	csebuetnlp/banglabert
653425	None	Little to None	None	csebuetnlp/banglabert
458157	None	Little to None	None	csebuetnlp/banglabert
778865	None	Little to None	None	csebuetnlp/banglabert
102483	None	Little to None	None	csebuetnlp/banglabert
812839	Political Hate	Little to None	Society	csebuetnlp/banglabert
765043	None	Little to None	None	csebuetnlp/banglabert
688726	Abusive	Mild	Individual	csebuetnlp/banglabert
274836	None	Little to None	None	csebuetnlp/banglabert
588784	None	Little to None	None	csebuetnlp/banglabert
444189	None	Little to None	None	csebuetnlp/banglabert
96657	Political Hate	Mild	Individual	csebuetnlp/banglabert
428897	Abusive	Little to None	None	csebuetnlp/banglabert
452247	None	Little to None	None	csebuetnlp/banglabert
450854	None	Little to None	None	csebuetnlp/banglabert
783310	Profane	Severe	Organization	csebuetnlp/banglabert
557948	Profane	Severe	Individual	csebuetnlp/banglabert
13596	None	Little to None	None	csebuetnlp/banglabert
698973	None	Little to None	None	csebuetnlp/banglabert
334302	None	Little to None	None	csebuetnlp/banglabert
332710	None	Little to None	None	csebuetnlp/banglabert
877626	Abusive	Severe	Community	csebuetnlp/banglabert
613070	Abusive	Severe	Individual	csebuetnlp/banglabert
765379	None	Little to None	None	csebuetnlp/banglabert
205042	None	Little to None	Organization	csebuetnlp/banglabert
79577	None	Little to None	None	csebuetnlp/banglabert
375840	Religious Hate	Severe	Community	csebuetnlp/banglabert
621790	None	Little to None	None	csebuetnlp/banglabert
416094	None	Little to None	None	csebuetnlp/banglabert
906942	None	Little to None	None	csebuetnlp/banglabert
907600	None	Little to None	None	csebuetnlp/banglabert
387822	None	Little to None	None	csebuetnlp/banglabert
912318	None	Little to None	None	csebuetnlp/banglabert
715769	None	Little to None	None	csebuetnlp/banglabert
115266	Abusive	Mild	Community	csebuetnlp/banglabert
359621	None	Little to None	None	csebuetnlp/banglabert
502011	None	Little to None	None	csebuetnlp/banglabert
8916	None	Little to None	None	csebuetnlp/banglabert
788091	None	Severe	None	csebuetnlp/banglabert
53949	None	Little to None	None	csebuetnlp/banglabert
743341	Abusive	Mild	Organization	csebuetnlp/banglabert
173717	Profane	Severe	None	csebuetnlp/banglabert
301208	Political Hate	Mild	Individual	csebuetnlp/banglabert
53060	Profane	Severe	Individual	csebuetnlp/banglabert
434313	None	Little to None	None	csebuetnlp/banglabert
704825	None	Little to None	None	csebuetnlp/banglabert
833372	None	Little to None	None	csebuetnlp/banglabert
103216	None	Little to None	None	csebuetnlp/banglabert
38708	None	Little to None	None	csebuetnlp/banglabert
823184	Religious Hate	Mild	Community	csebuetnlp/banglabert
717825	None	Little to None	None	csebuetnlp/banglabert
621058	None	Little to None	None	csebuetnlp/banglabert
339276	Profane	Severe	Organization	csebuetnlp/banglabert
100344	None	Little to None	None	csebuetnlp/banglabert
621974	None	Little to None	None	csebuetnlp/banglabert
816458	Profane	Severe	Organization	csebuetnlp/banglabert
686929	Abusive	Little to None	Individual	csebuetnlp/banglabert
503923	None	Little to None	None	csebuetnlp/banglabert
136094	None	Little to None	None	csebuetnlp/banglabert
614900	None	Little to None	None	csebuetnlp/banglabert
151191	Abusive	Mild	None	csebuetnlp/banglabert
857651	None	Mild	Individual	csebuetnlp/banglabert
813553	None	Little to None	None	csebuetnlp/banglabert
638381	Profane	Severe	Individual	csebuetnlp/banglabert
461957	None	Little to None	None	csebuetnlp/banglabert
3050	None	Little to None	None	csebuetnlp/banglabert
674325	None	Little to None	None	csebuetnlp/banglabert
582779	None	Little to None	None	csebuetnlp/banglabert
422149	None	Little to None	None	csebuetnlp/banglabert
560191	None	Little to None	None	csebuetnlp/banglabert
276129	None	Little to None	None	csebuetnlp/banglabert
660322	None	Little to None	None	csebuetnlp/banglabert
576091	None	Little to None	None	csebuetnlp/banglabert
929412	None	Little to None	None	csebuetnlp/banglabert
610645	None	Little to None	None	csebuetnlp/banglabert
845453	None	Little to None	None	csebuetnlp/banglabert
534207	Abusive	Little to None	Individual	csebuetnlp/banglabert
279670	None	Little to None	None	csebuetnlp/banglabert
8211	None	Little to None	Organization	csebuetnlp/banglabert
422483	Profane	Severe	Individual	csebuetnlp/banglabert
201554	Political Hate	Mild	Organization	csebuetnlp/banglabert
927564	Abusive	Little to None	Organization	csebuetnlp/banglabert
84613	None	Little to None	None	csebuetnlp/banglabert
883789	None	Little to None	None	csebuetnlp/banglabert
157085	None	Mild	Individual	csebuetnlp/banglabert
636326	Abusive	Mild	Community	csebuetnlp/banglabert
27238	None	Little to None	None	csebuetnlp/banglabert
301302	Political Hate	Mild	Organization	csebuetnlp/banglabert
225647	None	Little to None	None	csebuetnlp/banglabert
508257	Profane	Severe	Individual	csebuetnlp/banglabert
828042	None	Little to None	None	csebuetnlp/banglabert
136261	None	Little to None	None	csebuetnlp/banglabert
184663	Profane	Severe	Community	csebuetnlp/banglabert
260819	Political Hate	Mild	Organization	csebuetnlp/banglabert
320771	None	Little to None	None	csebuetnlp/banglabert
844495	Abusive	Mild	Individual	csebuetnlp/banglabert
729147	None	Little to None	None	csebuetnlp/banglabert
743037	None	Little to None	None	csebuetnlp/banglabert
900468	None	Little to None	None	csebuetnlp/banglabert
282801	None	Little to None	None	csebuetnlp/banglabert
146859	None	Little to None	None	csebuetnlp/banglabert
572067	None	Mild	Organization	csebuetnlp/banglabert
820729	Profane	Mild	Society	csebuetnlp/banglabert
916273	None	Little to None	None	csebuetnlp/banglabert
362728	None	Little to None	None	csebuetnlp/banglabert
785536	None	Little to None	None	csebuetnlp/banglabert
510199	Abusive	Mild	Individual	csebuetnlp/banglabert
602001	Abusive	Severe	Community	csebuetnlp/banglabert
455771	Abusive	Little to None	Community	csebuetnlp/banglabert
314619	None	Little to None	None	csebuetnlp/banglabert
654236	Abusive	Mild	Community	csebuetnlp/banglabert
41825	Abusive	Little to None	Community	csebuetnlp/banglabert
273692	None	Little to None	None	csebuetnlp/banglabert
516444	None	Little to None	None	csebuetnlp/banglabert
790177	None	Little to None	None	csebuetnlp/banglabert
568968	Abusive	Little to None	Individual	csebuetnlp/banglabert
588029	None	Little to None	None	csebuetnlp/banglabert
394528	None	Little to None	None	csebuetnlp/banglabert
157640	None	Little to None	None	csebuetnlp/banglabert
348925	None	Little to None	None	csebuetnlp/banglabert
267892	None	Little to None	None	csebuetnlp/banglabert
390592	None	Little to None	None	csebuetnlp/banglabert
33767	None	Little to None	None	csebuetnlp/banglabert
103647	None	Little to None	None	csebuetnlp/banglabert
160816	None	Little to None	None	csebuetnlp/banglabert
426405	None	Little to None	None	csebuetnlp/banglabert
415104	None	Little to None	None	csebuetnlp/banglabert
934561	None	Little to None	None	csebuetnlp/banglabert
804104	Political Hate	Mild	Organization	csebuetnlp/banglabert
114367	None	Little to None	None	csebuetnlp/banglabert
487158	Political Hate	Mild	Community	csebuetnlp/banglabert
597402	None	Little to None	None	csebuetnlp/banglabert
602348	None	Little to None	None	csebuetnlp/banglabert
748229	None	Little to None	None	csebuetnlp/banglabert
360900	Profane	Severe	Society	csebuetnlp/banglabert
766260	Abusive	Mild	Organization	csebuetnlp/banglabert
95028	None	Little to None	None	csebuetnlp/banglabert
4537	Profane	Severe	Individual	csebuetnlp/banglabert
626559	None	Little to None	None	csebuetnlp/banglabert
742807	None	Little to None	None	csebuetnlp/banglabert
935564	Profane	Severe	Organization	csebuetnlp/banglabert
49664	None	Little to None	Society	csebuetnlp/banglabert
332817	None	Little to None	None	csebuetnlp/banglabert
657618	None	Little to None	None	csebuetnlp/banglabert
682896	None	Little to None	None	csebuetnlp/banglabert
583961	Abusive	Mild	None	csebuetnlp/banglabert
56204	None	Little to None	Individual	csebuetnlp/banglabert
861101	None	Little to None	None	csebuetnlp/banglabert
816088	None	Little to None	Society	csebuetnlp/banglabert
596947	Political Hate	Mild	Individual	csebuetnlp/banglabert
35763	None	Little to None	None	csebuetnlp/banglabert
441727	None	Little to None	None	csebuetnlp/banglabert
509376	None	Little to None	None	csebuetnlp/banglabert
601134	Political Hate	Mild	Organization	csebuetnlp/banglabert
321412	None	Little to None	None	csebuetnlp/banglabert
792470	None	Little to None	None	csebuetnlp/banglabert
86277	Abusive	Little to None	None	csebuetnlp/banglabert
670330	None	Little to None	None	csebuetnlp/banglabert
687332	None	Little to None	None	csebuetnlp/banglabert
830544	None	Little to None	None	csebuetnlp/banglabert
851447	Abusive	Little to None	Community	csebuetnlp/banglabert
333618	Abusive	Mild	Individual	csebuetnlp/banglabert
778102	None	Little to None	None	csebuetnlp/banglabert
891964	Profane	Severe	Organization	csebuetnlp/banglabert
484737	None	Little to None	None	csebuetnlp/banglabert
573692	Abusive	Mild	None	csebuetnlp/banglabert
730950	None	Little to None	None	csebuetnlp/banglabert
246433	None	Little to None	None	csebuetnlp/banglabert
682873	Abusive	Little to None	None	csebuetnlp/banglabert
395061	None	Little to None	None	csebuetnlp/banglabert
68902	Political Hate	Little to None	Organization	csebuetnlp/banglabert
99514	None	Little to None	None	csebuetnlp/banglabert
326993	None	Little to None	None	csebuetnlp/banglabert
813381	None	Little to None	None	csebuetnlp/banglabert
171914	None	Little to None	None	csebuetnlp/banglabert
278385	Abusive	Little to None	Individual	csebuetnlp/banglabert
878840	None	Little to None	None	csebuetnlp/banglabert
624224	None	Little to None	None	csebuetnlp/banglabert
208938	Political Hate	Mild	Society	csebuetnlp/banglabert
821083	None	Little to None	None	csebuetnlp/banglabert
51737	None	Little to None	None	csebuetnlp/banglabert
310267	Abusive	Severe	Individual	csebuetnlp/banglabert
610440	None	Little to None	None	csebuetnlp/banglabert
287375	None	Little to None	None	csebuetnlp/banglabert
767104	None	Little to None	None	csebuetnlp/banglabert
646050	None	Little to None	None	csebuetnlp/banglabert
629714	Profane	Severe	Community	csebuetnlp/banglabert
645705	Abusive	Mild	Community	csebuetnlp/banglabert
841185	None	Little to None	None	csebuetnlp/banglabert
537952	None	Little to None	None	csebuetnlp/banglabert
429469	None	Little to None	None	csebuetnlp/banglabert
454168	Profane	Severe	Organization	csebuetnlp/banglabert
312920	None	Little to None	None	csebuetnlp/banglabert
876932	None	Little to None	None	csebuetnlp/banglabert
502862	None	Little to None	None	csebuetnlp/banglabert
225623	Political Hate	Severe	Organization	csebuetnlp/banglabert
457310	None	Little to None	None	csebuetnlp/banglabert
881144	Abusive	Mild	Community	csebuetnlp/banglabert
397367	None	Little to None	None	csebuetnlp/banglabert
148513	None	Little to None	None	csebuetnlp/banglabert
134781	None	Little to None	None	csebuetnlp/banglabert
626757	None	Little to None	None	csebuetnlp/banglabert
380702	None	Little to None	None	csebuetnlp/banglabert
228882	Abusive	Mild	Community	csebuetnlp/banglabert
764313	Political Hate	Little to None	Society	csebuetnlp/banglabert
64543	Political Hate	Severe	Organization	csebuetnlp/banglabert
563101	Political Hate	Severe	Organization	csebuetnlp/banglabert
692558	None	Little to None	None	csebuetnlp/banglabert
37238	None	Little to None	None	csebuetnlp/banglabert
332204	None	Little to None	None	csebuetnlp/banglabert
201393	Political Hate	Mild	Organization	csebuetnlp/banglabert
296747	None	Little to None	None	csebuetnlp/banglabert
830793	None	Little to None	None	csebuetnlp/banglabert
845825	None	Mild	Individual	csebuetnlp/banglabert
653118	Abusive	Mild	Organization	csebuetnlp/banglabert
586993	None	Little to None	None	csebuetnlp/banglabert
207127	Profane	Severe	Individual	csebuetnlp/banglabert
185297	None	Little to None	None	csebuetnlp/banglabert
384599	None	Little to None	None	csebuetnlp/banglabert
250757	None	Little to None	None	csebuetnlp/banglabert
674011	None	Little to None	None	csebuetnlp/banglabert
568778	None	Little to None	None	csebuetnlp/banglabert
481347	None	Little to None	None	csebuetnlp/banglabert
288108	Abusive	Mild	None	csebuetnlp/banglabert
814045	None	Little to None	None	csebuetnlp/banglabert
836563	Profane	Severe	Individual	csebuetnlp/banglabert
41934	Political Hate	Mild	Organization	csebuetnlp/banglabert
870959	None	Little to None	None	csebuetnlp/banglabert
681972	None	Little to None	None	csebuetnlp/banglabert
577353	None	Little to None	None	csebuetnlp/banglabert
92820	None	Little to None	None	csebuetnlp/banglabert
592507	None	Little to None	None	csebuetnlp/banglabert
838458	None	Little to None	Individual	csebuetnlp/banglabert
665334	None	Little to None	None	csebuetnlp/banglabert
192044	Abusive	Severe	Individual	csebuetnlp/banglabert
16230	Abusive	Little to None	Individual	csebuetnlp/banglabert
347271	None	Little to None	None	csebuetnlp/banglabert
565737	None	Little to None	None	csebuetnlp/banglabert
400315	None	Little to None	None	csebuetnlp/banglabert
845313	Abusive	Severe	Individual	csebuetnlp/banglabert
874169	None	Little to None	None	csebuetnlp/banglabert
805648	Abusive	Little to None	Community	csebuetnlp/banglabert
780400	None	Little to None	None	csebuetnlp/banglabert
676984	Political Hate	Little to None	Organization	csebuetnlp/banglabert
680565	Abusive	Little to None	None	csebuetnlp/banglabert
224020	Political Hate	Mild	Individual	csebuetnlp/banglabert
503050	None	Little to None	None	csebuetnlp/banglabert
596727	Abusive	Mild	None	csebuetnlp/banglabert
745868	None	Little to None	None	csebuetnlp/banglabert
181974	Profane	Severe	Organization	csebuetnlp/banglabert
660131	None	Little to None	None	csebuetnlp/banglabert
681272	None	Little to None	None	csebuetnlp/banglabert
806115	None	Little to None	None	csebuetnlp/banglabert
829990	None	Little to None	None	csebuetnlp/banglabert
207084	Abusive	Mild	Individual	csebuetnlp/banglabert
45526	Profane	Severe	Individual	csebuetnlp/banglabert
384502	None	Little to None	None	csebuetnlp/banglabert
67299	None	Little to None	None	csebuetnlp/banglabert
183338	None	Little to None	None	csebuetnlp/banglabert
412667	Profane	Mild	Individual	csebuetnlp/banglabert
485086	None	Little to None	None	csebuetnlp/banglabert
302738	None	Little to None	None	csebuetnlp/banglabert
203961	Political Hate	Mild	Organization	csebuetnlp/banglabert
640149	None	Little to None	None	csebuetnlp/banglabert
863596	None	Little to None	None	csebuetnlp/banglabert
760544	None	Little to None	None	csebuetnlp/banglabert
821927	None	Little to None	None	csebuetnlp/banglabert
213646	Political Hate	Little to None	Organization	csebuetnlp/banglabert
521550	None	Little to None	None	csebuetnlp/banglabert
756585	None	Little to None	None	csebuetnlp/banglabert
546219	Abusive	Little to None	None	csebuetnlp/banglabert
384145	None	Little to None	None	csebuetnlp/banglabert
651042	None	Little to None	None	csebuetnlp/banglabert
3884	None	Little to None	None	csebuetnlp/banglabert
849693	Abusive	Mild	Organization	csebuetnlp/banglabert
450080	None	Little to None	None	csebuetnlp/banglabert
