id	hate_severity	model
461370	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
808116	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
325293	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
241537	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
515363	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
736241	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
261840	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
165196	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
109416	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
862219	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
400225	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
24858	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
154179	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
434557	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
698884	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
445124	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
595638	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
462854	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
714804	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
200649	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
808761	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
621410	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
525750	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
102762	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
862372	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
106732	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
588701	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
401091	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
654048	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
578556	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
350237	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
315448	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
266161	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
122105	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
332146	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
643104	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
17183	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
95603	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
843123	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
134747	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
418410	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
454851	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
260288	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
759582	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
825629	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
439739	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
400971	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
360387	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
173748	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
180105	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
652067	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
444114	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
187371	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
692050	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
216898	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
181741	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
229002	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
611051	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
577575	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
209438	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
106419	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
467718	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
564975	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
929542	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
464783	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
54397	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
392167	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
563784	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
375373	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
727423	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
838311	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
44449	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
358913	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
828152	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
786683	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
209659	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
117299	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
362129	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
417299	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
366108	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
67636	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
676589	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
857813	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
199029	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
210541	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
448340	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
681578	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
863560	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
462497	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
464644	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
643210	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
66831	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
748314	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
299935	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
335017	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
906175	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
627301	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
438079	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
111688	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
84067	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
827455	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
658472	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
12569	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
278890	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
682234	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
170632	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
567857	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
536085	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
274720	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
523151	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
123980	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
87066	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
119931	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
161857	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
538218	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
770226	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
621095	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
706192	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
799080	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
468480	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
673257	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
360446	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
889599	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
542823	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
526843	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
505247	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
739976	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
257203	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
804881	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
80224	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
689733	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
369960	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
864976	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
577789	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
684823	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
898422	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
526777	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
610498	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
645602	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
297108	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
605804	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
203896	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
24387	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
506580	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
392501	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
678264	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
116346	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
792581	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
738917	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
920370	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
612090	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
323213	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
783309	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
173876	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
363521	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
498607	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
482899	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
569480	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
755689	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
610707	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
130554	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
354193	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
280327	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
798516	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
55689	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
379874	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
557832	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
638234	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
351181	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
690374	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
786106	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
424027	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
244078	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
418880	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
808816	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
602455	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
497274	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
276012	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
871955	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
206077	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
193034	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
226965	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
12237	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
537985	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
173596	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
715055	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
717713	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
374033	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
600315	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
5961	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
635963	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
926904	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
840249	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
711512	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
836412	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
496800	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
117308	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
378616	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
148504	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
251656	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
726791	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
282787	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
549636	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
919509	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
18512	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
534195	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
362984	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
39620	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
558565	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
675166	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
837886	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
190187	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
667454	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
267472	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
631535	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
771604	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
828770	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
928727	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
397077	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
574546	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
146218	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
909757	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
69217	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
892801	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
254004	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
761208	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
775449	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
642575	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
223550	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
577051	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
730719	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
583653	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
540188	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
387961	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
344594	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
912257	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
606219	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
542598	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
485805	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
31464	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
176246	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
280758	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
103937	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
331901	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
619805	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
793539	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
25928	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
403492	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
636897	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
225315	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
706413	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
258569	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
459077	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
886589	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
136479	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
854679	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
675095	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
758728	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
1900	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
340944	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
49706	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
724683	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
488706	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
450457	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
634954	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
469158	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
796722	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
584538	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
523578	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
925251	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
564503	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
921433	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
605329	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
496757	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
743991	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
831211	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
450710	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
507662	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
793551	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
334957	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
415154	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
463331	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
261155	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
843681	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
417619	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
51798	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
19425	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
588786	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
687986	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
926649	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
937327	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
268251	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
666254	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
187334	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
212541	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
516760	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
927601	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
587942	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
186176	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
575025	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
600206	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
645906	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
593866	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
566247	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
519772	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
290431	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
478817	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
483813	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
881168	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
555415	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
632276	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
76681	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
429665	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
612422	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
34522	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
777523	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
489180	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
697185	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
174319	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
896099	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
135100	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
888808	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
589412	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
598955	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
746405	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
544040	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
396565	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
648722	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
61978	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
294277	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
495708	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
196657	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
120910	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
720494	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
247537	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
847819	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
248331	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
400026	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
471734	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
602612	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
771423	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
389660	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
179487	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
200307	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
222362	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
705015	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
420691	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
922121	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
815153	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
323350	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
325111	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
95221	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
529386	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
728968	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
777315	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
352553	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
35751	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
472844	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
879276	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
296117	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
641339	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
706160	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
463387	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
856334	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
2886	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
168390	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
163228	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
177687	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
326291	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
82927	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
47064	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
794710	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
691228	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
315267	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
479208	Mild	enhanced_cascade_cv(banglabert->enhanced_banglabert)
410234	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
918376	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
20092	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
237479	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
596178	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
105327	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
544970	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
15935	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
665864	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
319856	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
242413	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
929883	Severe	enhanced_cascade_cv(banglabert->enhanced_banglabert)
534291	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
528268	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
44756	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
62638	Little to None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
