id	hate_type	hate_severity	to_whom	model
251656	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
726791	Abusive	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
282787	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
549636	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
919509	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
18512	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
534195	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
362984	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
39620	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
558565	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
675166	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
837886	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
190187	Political Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
667454	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
267472	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
631535	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
771604	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
828770	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
928727	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
397077	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
574546	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
146218	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
909757	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
69217	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
892801	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
254004	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
761208	None	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
775449	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
642575	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
223550	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
577051	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
730719	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
583653	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
540188	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
387961	Religious Hate	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
344594	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
912257	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
606219	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
542598	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
485805	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
31464	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
176246	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
280758	Religious Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
103937	Political Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
331901	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
619805	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
793539	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
25928	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
403492	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
636897	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
225315	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
706413	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
258569	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
459077	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
886589	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
136479	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
854679	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
675095	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
758728	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
1900	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
340944	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
49706	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
724683	Political Hate	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
488706	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
450457	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
634954	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
469158	Abusive	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
796722	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
584538	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
523578	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
925251	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
564503	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
921433	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
605329	Abusive	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
496757	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
743991	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
831211	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
450710	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
507662	Abusive	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
793551	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
334957	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
415154	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
463331	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
261155	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
843681	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
417619	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
51798	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
19425	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
588786	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
687986	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
926649	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
937327	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
268251	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
666254	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
187334	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
212541	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
516760	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
927601	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
587942	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
186176	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
575025	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
600206	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
645906	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
593866	Political Hate	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
566247	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
519772	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
290431	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
478817	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
483813	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
881168	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
555415	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
632276	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
76681	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
429665	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
612422	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
34522	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
777523	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
489180	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
697185	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
174319	Abusive	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
896099	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
135100	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
888808	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
589412	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
598955	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
746405	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
544040	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
396565	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
648722	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
61978	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
294277	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
495708	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
196657	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
120910	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
720494	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
247537	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
847819	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
248331	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
400026	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
471734	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
602612	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
771423	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
389660	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
179487	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
200307	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
222362	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
705015	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
420691	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
922121	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
815153	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
323350	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
325111	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
95221	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
529386	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
728968	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
777315	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
352553	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
35751	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
472844	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
879276	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
296117	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
641339	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
706160	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
463387	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
856334	Abusive	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
2886	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
168390	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
163228	Political Hate	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
177687	None	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
326291	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
82927	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
47064	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
794710	Political Hate	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
691228	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
315267	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
479208	Abusive	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
410234	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
918376	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
20092	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
237479	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
596178	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
105327	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
544970	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
15935	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
665864	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
319856	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
242413	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
929883	Abusive	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
534291	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
528268	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
44756	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
62638	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
334371	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
534473	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
829478	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
267938	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
445606	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
149825	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
612611	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
871288	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
411109	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
889149	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
513353	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
121570	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
891922	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
268168	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
867117	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
120973	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
873179	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
518099	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
880398	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
827558	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
451773	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
41409	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
541252	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
675917	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
258799	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
306333	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
845041	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
764962	Abusive	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
165973	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
708370	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
613387	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
804378	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
321935	None	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
63958	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
574344	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
678964	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
184731	Abusive	Little to None	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
179944	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
125129	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
753694	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
564705	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
652337	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
216697	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
684937	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
501350	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
658231	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
369588	Religious Hate	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
345742	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
93590	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
495717	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
937539	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
570109	Religious Hate	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
311860	Abusive	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
284407	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
31982	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
560656	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
426198	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
646184	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
473885	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
317283	Profane	Mild	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
550307	Political Hate	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
273606	Political Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
396498	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
387800	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
498444	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
97961	Abusive	Mild	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
277788	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
326256	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
595703	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
854668	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
764227	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
10943	None	Mild	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
507582	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
19400	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
4722	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
804500	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
901349	Abusive	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
661662	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
933876	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
274649	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
27399	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
455918	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
322740	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
540530	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
545674	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
313539	Profane	Severe	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
8487	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
171927	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
929324	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
162003	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
317480	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
498560	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
701936	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
228943	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
122928	Profane	Severe	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
710435	Abusive	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
630632	Political Hate	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
631884	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
51337	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
835036	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
66570	Political Hate	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
923274	Profane	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
599005	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
478501	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
11936	Political Hate	Little to None	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
559912	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
337098	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
632474	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
20239	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
319146	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
174566	Abusive	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
87984	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
53650	Political Hate	Severe	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
367190	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
567906	Religious Hate	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
419979	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
73704	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
229624	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
218878	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
1015	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
65167	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
465570	Political Hate	Mild	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
6465	None	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
622913	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
600217	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
410574	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
865811	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
622944	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
891086	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
904147	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
35085	Abusive	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
148433	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
102215	Political Hate	Little to None	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
719481	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
843745	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
937006	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
459105	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
220877	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
935770	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
74514	Abusive	Little to None	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
7029	Abusive	Mild	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
487711	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
200706	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
355615	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
122490	None	Little to None	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
